type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,Price_Per_SqFt
single_family,,"5br, 4ba, 4gr: Elegance and genuine comforts combine to make each day delightful in The [Redacted Entity] by [Redacted Entity] floor plan. Sunlight shines on the open and inviting family and dining areas.",598990.0,3192.0,2.0,5.0,,4.0,4.0,4.0,,187.65
single_family,,"20054 [Redacted Entity], [Redacted Entity], [Redacted Entity] 77433: Prepare to fall in love with this charming one-story home boasting 4 bedrooms plus a private study, 3.5 baths, chef's kitchen, and lavish [Redacted Entity]'s [Redacted Entity]. Professionally designed with no detail overlooked, you will be delighted with every unique feature from the luxurious freestanding tub at [Redacted Entity]'s Bath to the spacious mudroom as you enter from your 3-car garage. Envision the memories to be made entertaining friends and family in your beautiful new [Redacted Entity], all while enjoying everything that [Redacted Entity] has to offer. Schedule your appointment today to tour this home and learn more about our conditioned attics and 3 year energy usage guarantee!",598910.0,2545.0,1.0,4.0,4.0,3.0,3.0,3.0,,235.33
single_family,,"[Redacted Entity] is tucked away in a tranquil cul-de-sac across from a quaint park, offering a peaceful setting that feels both private and connected to nature. Inside, a soaring vaulted ceiling spans the family room, dining area, and kitchen, creating an open, airy atmosphere perfect for everyday living and entertaining. A cozy fireplace anchors the living space, while large sliding glass doors lead to an oversized patio, seamlessly blending indoor and outdoor living. The home also features an open study ideal for work or relaxation, a spacious owner's retreat with a luxurious super shower, and abundant storage throughout. Just a short distance from scenic walking and biking trails and the award-winning [Redacted Entity], [Redacted Entity] delivers comfort, style, and convenience in one inviting home.",489990.0,1884.0,1.0,2.0,2.0,2.0,2.0,2.0,,260.08
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 75087: A stunning single-story home that blends timeless architecture with modern luxury. Designed for both relaxation and connection, this spacious plan features soaring ceilings, an impressive 15' sliding glass wall that fills the living area with natural light, and an inviting layout perfect for entertaining. The chef-inspired [Redacted Entity] kitchen showcases elegant finishes, stacked cabinetry, and a generous island that becomes the heart of the home. An enclosed study with French doors provides a quiet space for work or creativity, while the serene owner's retreat offers a spa-like bath with a beautifully appointed super shower. Thoughtful design details, elevated selections, and a seamless flow throughout make this home a true standout-crafted for comfort, style, and everyday enjoyment.",721535.0,3001.0,1.0,4.0,4.0,3.0,3.0,3.0,,240.43
single_family,,"Discover a rare opportunity to ""have it all"" in the heart of [Redacted Entity]. This exceptional home is that elusive ""unicorn"" property perfectly balancing grand-scale entertaining with the practical demands of modern daily life. Whether you are hosting your closest friends and family by the pool or seeking a quiet, sun-drenched pocket for a high-stakes Zoom call, this floor plan accommodates every need with ease. Designed with an intentional indoor-outdoor flow, the home invites guests to move seamlessly from the open interior to the expansive back yard. Inside, the main-floor primary suite offers a secluded sanctuary for relaxation, while the front of the home features a versatile flex room. Currently styled as a work-out room, this space can easily transition into a sophisticated library, a formal dining room, or a dedicated executive office. Every detail has been considered, from the curb appeal of the front porch to the functional excellence of the side-entry garage. Unlike standard builds, this oversized garage offers extra depth to comfortably park a full-sized truck with the door closed, with additional space for a golf cart and ample driveway parking for guests or play. High-value mechanical upgrades provide total peace of mind, including recently replaced [Redacted Entity] HVAC system, pool filter and robo-vac 2025, all windows replaced 2023, fresh interior paint, new kitchen cabinets 2022, new half-bath 2022, roof 2025. This isn't just a house; its a versatile retreat designed for the way you live, work, and celebrate.",799000.0,3514.0,2.0,4.0,4.0,3.0,3.0,2.0,2002.0,227.38
single_family,,"This private [Redacted Entity] gated community, nestled along [Redacted Entity] just moments from [Redacted Entity]'s city center and its amenities, offers an exceptional living experience. The homes feature contemporary and unique design elements, including loft-style layouts, open floor plans, balconies, and 2-car garages. Their exteriors boast a captivating blend of brick, steel, and [Redacted Entity] stone, adding both character and an urban appeal. [Redacted Entity] offers a host of attractions, including award-winning medical facilities, river trails, theaters, shopping and a diverse range of restaurants. Additionally, Residents benefit from convenient access to nearby destinations such as [Redacted Entity], [Redacted Entity], and [Redacted Entity], making it an ideal choice for those eager to explore [Redacted Entity], enjoy city shopping, or embark on scenic drives through bluebonnet-covered landscapes. Click here to access the website and additional details: RENDERINGS SUBJECT TO CHANGE.",995000.0,2570.0,2.0,3.0,3.0,2.0,2.0,2.0,2024.0,387.16
single_family,,"5br, 4ba, 4gr: Elegance and genuine comforts combine to make each day delightful in The [Redacted Entity] floor plan by [Redacted Entity] in [Redacted Entity]. Sunlight shines on the open and inviting family and dining areas.",647990.0,3197.0,2.0,5.0,,4.0,4.0,4.0,,202.69
single_family,,"116 Arlo Pt., [Redacted Entity], [Redacted Entity] 78130: Welcome to this stunning one-story home that embodies modern living with an open floor plan, designed for seamless flow and comfortable living. As you step inside, you'll be greeted by spacious, sunlit interiors. Creating a warm and inviting atmosphere perfect for family gatherings and entertaining. The heart of the home features an open living room, with easy access to the dining area and gourmet kitchen. The kitchen is a chef's dream, complete with sleek countertops, ample cabinetry, stainless steel appliances - perfect for preparing meals or casual dining. The primary suite offers a peaceful retreat, complete with a spa-like ensuite bathroom and a walk-in closet. Three additional bedrooms provide plenty of space for family or guests, and the bathroom serves as both functional and stylish. Outside, the private backyard is a blank canvas for your outdoor oasis - ideal for barbecues, lounging, or gardening. With its prime location in a desirable neighborhood, this home is not only beautiful but practical, offering easy access to shopping, dining, and top-rated schools.",374990.0,1721.0,1.0,3.0,2.0,2.0,2.0,2.0,,217.89
single_family,,"Splendid style and modern comforts blend with top-quality craftsmanship to create the beautiful [Redacted Entity] floor plan by [Redacted Entity] in [Redacted Entity], [Redacted Entity]. Relax into the evening from the serenity of your covered porch. When you're not in the mood for the outdoors, enjoy the wide variety of indoor luxuries provided by the open-concept living spaces. The showroom-style kitchen rests at the heart of this home with an oversized pantry and a large island overlooking the sunny gathering spaces. Every bedroom includes a walk-in closet, and the guest suite features a private bathroom. The beautiful [Redacted Entity]'s Retreat comes complete with a glamorous en suite bathroom and a deluxe walk-in closet. Design the specialty room you've been dreaming of in the open study. We can't wait for you to experience Our World-class [Redacted Entity] with this gorgeous new home in [Redacted Entity].",849990.0,3338.0,1.0,4.0,,3.0,3.0,3.0,,254.64
single_family,,"True country charm welcomes you to this stunning fenced 11.32-acre [Redacted Entity] homestead featuring a beautifully maintained and thoughtfully updated 3-bedroom, 2-bath ranch-style home with an office. Enjoy the peace of country living while being just 20 minutes from downtown [Redacted Entity] - the perfect blend of privacy and convenience. The spacious kitchen is designed for both everyday living and entertaining, showcasing GRANITE countertops, a COPPER sink, stone breakfast bar, and a bright eat-in dining area. A SEPARATE formal dining room offers additional space for hosting holidays and gatherings. The expansive living room provides an inviting atmosphere with abundant open space and a cozy wood-burning [Redacted Entity] - ideal for gathering with family and friends. The private primary suite is thoughtfully split from the secondary bedrooms and features a luxurious ensuite bath complete with double vanities, a garden tub, separate shower, and a [Redacted Entity]-sized walk-in closet. On the opposite side of the home, you'll find two generously sized bedrooms and a full bath with a tub/shower combination. Step outside to the impressive 15x34 covered back porch - perfect for entertaining - complete with mounted TV and speakers. For those dreaming of space to work or play, the 30x60 main barn offers 30x40 of concrete flooring, a spacious feed room, livestock pens with a 12x45 cover, and a cattle chute. (Water/electricity at barn) Whether for livestock, 4-H/FFA projects, or simply enjoying wide open space, the possibilities are endless. A 20x18 two-car Gable carport provides additional covered parking and compliments the property beautifully. Conveniently located just two minutes from [Redacted Entity] and five minutes to the [Redacted Entity] and Middle schools, this property has it all! No [Redacted Entity], & near [Redacted Entity]! Updates include: roof (2022), HVAC (2020), flooring (2024), paint (2026), automatic gate. Some photos may be virtually staged.",699000.0,1987.0,1.0,3.0,2.0,2.0,2.0,,2001.0,351.79
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 75087: Step into elevated living with this beautifully designed [Redacted Entity] plan, featuring a dramatic 12' multi-sliding glass door that opens from a stacked family room to an extended covered porch-perfect for seamless indoor/outdoor entertaining. The open-concept layout is anchored by a spacious kitchen with stacked oven/microwave configuration, study with French doors, and thoughtfully designed living spaces filled with natural light. With its warm modern exterior featuring Winterstone brick, Lueders Charcoal stone, and bold accents, this home offers standout curb appeal in the heart of The Terraces.",674990.0,3124.0,2.0,4.0,4.0,3.0,3.0,3.0,,216.07
single_family,,"Comfort and luxury inspire The Amaryllis by [Redacted Entity] in [Redacted Entity]. Create cherished memories and host unforgettable celebrations in the sunny family and dining spaces. Effortless style and elegant design pair perfectly with your culinary masterpieces in the tasteful kitchen at the heart of this home. Enjoy your leisure time to the fullest with the added lifestyle space of the covered porch and open study. It's easy to wake up on the right side of the bed in the Owner's [Redacted Entity], which includes an en suite bath and walk-in closet. Both junior bedrooms provide plenty of privacy and a place for out-of-town guests and growing residents. Call or chat with [Redacted Entity] at [Redacted Entity] to learn more about this new home for sale in [Redacted Entity], [Redacted Entity]!",379990.0,1894.0,1.0,3.0,2.0,2.0,2.0,2.0,,200.63
single_family,,"Welcome to ""Maison Noir"", a beautifully designed 1-story, 4-bedroom, 3-bath home in [Redacted Entity] at [Redacted Entity], offering over 2,200 square feet of thoughtfully planned living space. This home blends modern style with everyday comfort, perfect for both entertaining and quiet moments at home. Step inside to discover an enclosed study, ideal for working from home or creating a private flex space. The open-concept kitchen is a true centerpiece, featuring charcoal cabinetry at the island, light perimeter cabinets, quartz countertops, and a striking herringbone-pattern backsplash. Designer finishes continue with a bold black farmhouse sink, elegant brushed gold fixtures, and statement pendant lighting that adds warmth and sophistication. The [Redacted Entity]'s [Redacted Entity] is a relaxing escape, highlighted by a luxurious [Redacted Entity] and upscale finishes that create a spa-like feel. Secondary baths complement the home with clean, modern selections and durable materials designed for everyday living. Located in the desirable [Redacted Entity] community, this home offers a balance of small-town charm and modern convenience-all crafted with the quality and attention to detail [Redacted Entity] is known for.",403122.0,2279.0,1.0,4.0,3.0,3.0,3.0,2.0,,176.89
single_family,,"Introducing the Republic floorplan at [Redacted Entity] in [Redacted Entity], [Redacted Entity]. Inside this two story 4 bedroom, 3.5 bathroom home, you'll find 2,653 square feet of comfortable living. The living area is an open concept, where your kitchen, living, and dining areas blend seamlessly into a space perfect for everyday living and entertaining.The energy efficiencies included in this new construction home are sure to keep you comfortable in the heat of summer and the colder months. The kitchen features an island, stainless steel dishwasher and range, and spacious pantry which are sure to both turn heads and make meal prep easy. In every bedroom you'll have carpeted floors and a closet. Whether these rooms become bedrooms, office spaces, or other bonus rooms, there is sure to be comfort. The primary bedroom has its own attached bathroom that features a spacious walk-in closet and all the space you need to get ready in the morning. Featuring an large shower and laminate wood plank flooring. Contact us today and find your home at [Redacted Entity]. Photos shown here may not depict the specified home and features. Elevations, exterior/ interior colors, options, available upgrades that require an additional charge, and standard features will vary in each community and subject change without notice. Call for details.",360490.0,2448.0,2.0,4.0,4.0,3.0,3.0,2.0,,147.26
single_family,,"The [Redacted Entity] combines elegance, comfort, and top-quality craftsmanship in an innovative new home plan. Birthday cakes, pristine dinners, and shared memories of holiday meal prep all begin in the contemporary kitchen nestled at the heart of this home. Sunlight shines on the open-concept family and dining space, where you can showcase your personal style. Retire to the quiet [Redacted Entity]'s [Redacted Entity], where an en suite bathroom and large walk-in closet makes it easy to pamper yourself at the end of a hard day. The front study and spare bedroom provide the versatility to craft your ideal special-purpose spaces. Conversations with loved ones and quiet evenings to yourself are equally serene in the shade of your covered porch. Our expert EnergySaver(TM) building techniques make it easy to love each day in this wonderful new home plan.",466990.0,1804.0,1.0,2.0,,2.0,2.0,2.0,,258.86
single_family,,"The [Redacted Entity] floor plan by [Redacted Entity] blends vibrant lifestyle spaces with top-quality craftsmanship. Begin and end each day in the exquisite comfort of your superb [Redacted Entity], which includes a pamper-ready bathroom and a deluxe walk-in closet. Each spare bedroom supports growing minds and personalities by combining unique appeal and plenty of room to thrive. The spacious central retreat and welcoming front study invite you to create your ultimate special-purpose rooms. [Redacted Entity] up culinary delights in the streamlined kitchen, which features a step-in pantry and a family gathering island. Your open floor plan provides a sunlit space ready to fulfill your design and decor dreams. Enjoy your evening leisure with a good book and your favorite beverage from the shade of your covered porch. Get the most out of each day with the innovative EnergySaver(TM) enhancements of this distinguished new home in [Redacted Entity], [Redacted Entity].",513990.0,2855.0,1.0,4.0,,3.0,3.0,2.0,,180.03
single_family,,"Step into refined living with The [Redacted Entity] by [Redacted Entity] elegant design meets everyday functionality in the peaceful lakeside community of [Redacted Entity]. This open-concept floor plan was created with our exclusive [Redacted Entity]? principles, offering a perfect balance of beauty, flow, and practicality. The spacious kitchen is a true centerpiece, featuring a large center island ideal for cooking, entertaining, and connecting with loved ones. Overlooking the bright family and dining areas, its designed for seamless living and memorable gatherings. Unwind in the spa-inspired Owners Bath and enjoy the generous walk-in closet and restful ambiance of [Redacted Entity]. Each secondary bedroom offers a unique space to grow, play, or recharge with comfort and privacy at the forefront. From movie nights in the upstairs retreat to focused productivity in the front study and peaceful mornings on the covered porch, this home adapts to your lifestyle with ease. Situated just minutes from the shores of [Redacted Entity], Northshore at Lakewood Village provides a rare combination of natural beauty and neighborhood charm. Build with confidence and peace of mindbacked by [Redacted Entity] industry-leading warranty and a legacy of award-winning design.",824990.0,3481.0,2.0,4.0,4.0,3.0,3.0,3.0,2025.0,237.0
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 76065: Welcome to [Redacted Entity], a stunning one-story estate perfectly positioned on one of the largest homesites in the prestigious 70-foot Manor section of [Redacted Entity]. Situated on a quiet, short street, this expansive 3,306 square foot home offers the space to live grandly both inside and out. Designed with a modern farmhouse aesthetic and elevated gold accents, the interior will blend warmth and sophistication in every detail. The oversized homesite creates endless possibilities for outdoor living whether you envision a resort-style swimming pool, private pickleball court, outdoor kitchen, or a cozy fire pit gathering space.",676629.0,3319.0,1.0,4.0,3.0,3.0,3.0,4.0,,203.87
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 77354:",338990.0,2034.0,1.0,3.0,2.0,2.0,2.0,2.0,,166.66
single_family,,"Welcome to this beautifully unique 2-bedroom, 2.5-bath barndomium that offers space, comfort, and versatility just minutes from the lake! Perfectly suited for those who love a blend of rustic charm and modern amenities, this property has it all. Inside, you'll find rich pine floors throughout and a welcoming gas and wood-burning fireplace as the centerpiece of the living room. An elegant winding staircase leads to a loft-style upstairs bedroom and full bath, overlooking the living area ideal for guests, teens, or a private retreat. The primary suite boasts his and hers walk-in closets and a spacious en-suite bath. Each bedroom is generously sized, and all bathrooms are thoughtfully designed for comfort and functionality. Step outside to enjoy the covered front porch, perfect for relaxing year-round. Cool off in the above ground pool and take advantage of the electric gate for added privacy and security. Equestrian or hobby farm ready, the property includes a walking pen approved for [Redacted Entity], a feed shack, and ample space for animals. [Redacted Entity] owners will appreciate the [Redacted Entity] hookup, and guests will feel right at home in the detached garage with a fully equipped mother-in-law suite with additional 442 square foot 1 bedroom, and 1 bath with adorable porch overlooking lake which offers both comfort and privacy. Whether you're looking for a full-time residence or a weekend getaway near the lake, this property is a rare find with unmatched character and functionality. It would also be a great Airbnb. Schedule your private showing today and experience all this charming property has to offer!",469000.0,1597.0,2.0,3.0,4.0,3.0,3.0,2.0,2005.0,293.68
single_family,,"3br, 3ba, 4gr: Style and livability inform every inch of The [Redacted Entity] floor plan by [Redacted Entity] in The Highlands.",599990.0,3063.0,1.0,3.0,,3.0,3.0,4.0,,195.88
single_family,,"Timeless and inventive design combine to create The [Redacted Entity] floor plan by [Redacted Entity] in [Redacted Entity]. Open sight lines and flowing traffic patterns allow for breezy movement through the kitchen, dining and family spaces to make entertaining guests effortless. Share snacks and chat around the contemporary kitchen's center island between enjoying meals in the adjacent dining space or out on the breezy covered porch. The front study presents a versatile place for a home office and contributes to the first impression of your home's interior. The [Redacted Entity]'s [Redacted Entity] is situated away from the home's gathering spaces with a luxurious [Redacted Entity]'s Bath and walk-in closet. Two junior bedrooms rest on either side of a shared retreat and a guest suite is quietly tucked away for optimal privacy. Call [Redacted Entity] to build your future with the peace of mind our Industry-leading Warranty adds to your new home in [Redacted Entity], [Redacted Entity].",595990.0,3145.0,1.0,4.0,,3.0,3.0,4.0,,189.5
single_family,,"Bring your interior design and lifestyle inspirations to life with The [Redacted Entity] floor plan by [Redacted Entity] in [Redacted Entity]. Open sight lines and gentle sunlight allow your personal style to shine in the impressive family and dining spaces. A contemporary kitchen rests at the heart of this home, balancing impressive style with a streamlined layout for maximum culinary delight. The [Redacted Entity]'s [Redacted Entity] and [Redacted Entity]'s Bath feature an oversized walk-in closet to make the start of each day superb. Unique personalities will be delighted to make the spare bedrooms on both levels their own. Home offices, individual hobbies and added gathering space will be right at home in the study, covered porch and upstairs retreat. Experience the [Redacted Entity] advantages of your new home in [Redacted Entity], [Redacted Entity].",414990.0,2675.0,2.0,4.0,,3.0,3.0,2.0,,155.14
single_family,,"3br, 2.5ba, 2gr: The [Redacted Entity] floor plan by [Redacted Entity] blends timeless luxury with top-quality craftsmanship to create a delightful lifestyle spaces to fit your family's future.",389990.0,2016.0,2.0,3.0,,2.0,2.0,2.0,,193.45
single_family,,"Welcome to this charming, impeccably maintained home nestled within the prestigious 55+ golf course community of [Redacted Entity]. Offering 3 spacious bedrooms and 2 full baths, this residence offers an elevated yet welcoming living experience. Rich hardwood floors and classic plantation shutters create a warm, upscale ambiance throughout, while thoughtful design and natural flow make this home both functional and inviting. Upon entry, you are greeted by a generous and sophisticated dining room, perfectly suited for hosting gatherings and memorable dinners. The space seamlessly transitions into a large living area centered around a cozy fireplace, all opening beautifully into the kitchen, ideal for modern living and entertaining. The kitchen is a true standout, featuring stainless steel appliances, a breakfast bar, and abundant amount of cabinetry, making it a dream for the home chef. The private primary suite serves as a serene retreat, complete with a spacious ensuite bath offering dual vanities, a relaxing garden tub, and a separate shower, designed for both comfort and tranquility. Two additional full-sized bedrooms provide flexibility for family, guests, or a home office. Step outside to enjoy the expansive backyard and enclosed porch, the perfect setting to unwind and take in peaceful [Redacted Entity] evenings while staying protected from the elements. Living in Heritage Ranch means more than just a home, its a lifestyle. Enjoy access to premier amenities including golf, a community pool, clubhouse, fishing, and scenic surroundings, all just a short golf cart ride away. Located within highly sought-after [Redacted Entity] and conveniently near major highways 121 and 75, this home offers both serenity and accessibility. Move-in ready and truly exceptional, this one wont last long.",539000.0,2032.0,1.0,3.0,2.0,2.0,2.0,2.0,2003.0,265.26
single_family,,"One-of-a-kind home featuring nearly 4, 700 square feet on .66 acres in beautiful [Redacted Entity].This mortgage is VA assumable at 2.25% for qualified buyers. The massive eat-in kitchen is a chef's dream with stainless steel appliances, double oven, 6-burner stove and ample counter/cabinet/entertaining space. The entryway brings you to a large foyer/formal dining room with high ceilings giving a very open feeling. The Master is breathtaking with plantation shutters, walk-in closet, and space galore, w/double sinks, oversized shower and jacuzzi tub. Add'l main floor [Redacted Entity]/fulll bath; 1/2 bath w/outside access perfect for pool parties. Large main floor family room boasts a dry bar & wood private balcony. Led efficient lighting throughout house and intercom system. New 5-ton [Redacted Entity]/heating upstairs unit installed 2023. Outdoor paradise w/an in-ground fire pit, gazebo, workshop, 16'x32' pool, lean - to covered storage, newer [Redacted Entity] trees. Try your hand at gardening in 2 raised beds w/auto irrigation. [Redacted Entity]/electrical hookups and ample parking. This mortgage is VA assumable at 2.25% for qualified buyers. Make this gem yours today!!! Appointment only 24 hour notice",529000.0,4698.0,,5.0,5.0,4.0,4.0,2.0,2002.0,112.6
single_family,,"Attention to detail and expert design are evident throughout The [Redacted Entity] floor plan by [Redacted Entity] in [Redacted Entity]. Effortless style and elegant design pair perfectly with your culinary masterpieces in the tasteful kitchen. Natural light and boundless interior design possibilities create a picture-perfect setting for the cherished memories you'll build in the open-concept gathering spaces of this home. The [Redacted Entity]'s [Redacted Entity] provides a glamorous place to begin and end each day with an en suite bathroom and walk-in closet. Two junior bedrooms provide ample privacy and individual appeal. Craft the home office or entertainment parlor you've been dreaming of in the versatile study, then celebrate your achievement in the shade of your covered porch. Send [Redacted Entity] at [Redacted Entity] a message to begin your #[Redacted Entity] adventure with this new home in [Redacted Entity], [Redacted Entity].",455990.0,2059.0,1.0,3.0,,2.0,2.0,2.0,,221.46
single_family,,"The [Redacted Entity] by [Redacted Entity] in [Redacted Entity] brings together the best of comfort, sophistication and top-quality craftsmanship. Show off your style and savor the livability in the expertly crafted family and dining spaces at the heart of this home. The open kitchen features a center island and an expansive view of the gathering spaces to enhance your culinary experience. The [Redacted Entity]'s [Redacted Entity] is privately situated away from the home's gathering spaces and showcases a lovely [Redacted Entity]'s Bath and a spacious walk-in closet. Two junior bedrooms sit opposite a shared bathroom, making it easy for this home to accommodate unique personalities. The versatile study and covered porch present versatile places to make and celebrate special achievements.",374449.0,2081.0,1.0,3.0,2.0,2.0,2.0,2.0,,179.94
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 76084: Step into this breathtaking new two-story home, where soaring ceilings and expansive windows create a bright, airy atmosphere from the moment you enter. Every bedroom features its own private bath, offering unmatched comfort and privacy for family and guests alike. Enjoy effortless entertaining in the spacious media room-perfect for movie nights, game days, or relaxed gatherings. The rare 3-car garage provides exceptional versatility, giving you ample room for additional vehicles, storage, or hobby space. With its masterful blend of elegance, functionality, and contemporary style, this home delivers an elevated living experience in every carefully crafted detail.",645309.0,3481.0,2.0,4.0,4.0,3.0,3.0,3.0,,185.38
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 77433: Welcome to The [Redacted Entity] in [Redacted Entity]! This beautifully designed single-story home offers approximately 2,325 sq. ft. with 3 bedrooms, 2 baths, a private home office, and a versatile game room to fit your lifestyle. Soaring 12' ceilings in the family room, kitchen, and dining area create a bright, open atmosphere that feels both spacious and inviting. The thoughtfully designed layout blends comfort and functionality, making it perfect for everyday living and effortless entertaining. Enjoy modern finishes, abundant natural light, and the quality craftsmanship you expect. Located in the heart of [Redacted Entity] and zoned to highly acclaimed [Redacted Entity], including [Redacted Entity], this home offers the perfect balance of style, convenience, and community living.",554306.0,2326.0,1.0,3.0,2.0,2.0,2.0,3.0,,238.31
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 76065: [Redacted Entity], a stunning one-story home nestled on a quiet cul-de-sac street in the boutique-style community of [Redacted Entity]. With no backyard neighbor, this homesite offers privacy while still being moments from everything the community has to offer. The open-concept family, kitchen, and dining areas create a spacious central hub perfect for hosting guests or enjoying everyday life together. A wall of windows in the family room fills the home with natural light and frames peaceful backyard views. The kitchen is a showpiece, featuring abundant cabinetry, generous workspace, and seamless sightlines into the main living areas. Whether entertaining or preparing weeknight meals, this space was designed to impress. Each bedroom enjoys its own wing of the home, providing separation and comfort for family members and guests alike. The [Redacted Entity]'s Bath is a highlight, offering a spa-inspired retreat that blends function and relaxation beautifully.",633779.0,2908.0,1.0,4.0,4.0,3.0,3.0,3.0,,217.94
single_family,,"Energy efficiency, individual privacy and elegant gathering spaces grace The [Redacted Entity] floor plan by [Redacted Entity] in Brookewater. Open sight lines and gentle sunlight allow your personal style to shine in the impressive family and dining spaces. The elegant kitchen showcases a large pantry, a center island and a grand view of the sunny living spaces. The study offers an ideal place to work from home, enjoy movies and games, or catch up on your reading. Leave the outside world behind and lavish in the Owner's [Redacted Entity], featuring a superb [Redacted Entity]'s Bath and walk-in closet. The privately situated junior bedrooms and guest suite make it easy for this home to accommodate a variety of unique personalities. Contact [Redacted Entity] to experience the difference our World-class [Redacted Entity] makes in building your new home in [Redacted Entity], [Redacted Entity].",344990.0,2287.0,1.0,4.0,,3.0,3.0,2.0,,150.85
single_family,,"[Redacted Entity], [Redacted Entity], [Redacted Entity] 75068: Treat yourself to the home you've always envisioned with The Micah by [Redacted Entity]. Designed to impress, this spacious two-story home welcomes you with an open-concept family room where natural light pours through soaring windows, creating a warm and inviting space for everyday living and memorable gatherings. The chef-inspired kitchen blends style and functionality with an intuitive layout that keeps you connected to family and friends. Upstairs, the versatile retreat offers the perfect spot for game nights or quiet reading, while the front and rear studies, and covered porch provide thoughtfully designed areas for both productivity and relaxation. Indulge in your private sanctuary within the Owner's [Redacted Entity], featuring a spa-inspired bath and an expansive walk-in closet that make every day feel like a getaway. Guests will appreciate the comfort of en suite baths on both levels, while the upstairs [Redacted Entity]-and-Jill bedrooms create an ideal layout for growing families. Set against the scenic backdrop of [Redacted Entity], residents enjoy a rare blend of natural beauty and tranquility - surrounded by protected green space, [Redacted Entity] sparkling shoreline, and the convenience of being just minutes from [Redacted Entity] and [Redacted Entity]. Connect with [Redacted Entity] today to experience the perfect harmony of luxury living and lake lifestyle serenity.",1106849.0,4557.0,2.0,5.0,5.0,4.0,4.0,3.0,,242.89
single_family,,"[Redacted Entity], [Redacted Entity], TX 77316: Take a self-guided tour of this home anytime between the hours of 7:30 a.m. and 7:30 p.m. Show off your style and enjoy exceptional craftsmanship in this grand 3,800-square-foot one-story home in the beautiful [Redacted Entity] community of [Redacted Entity], [Redacted Entity]. From the moment you enter, you'll be captivated by exquisite views that extend to the serene backyard, where an oversized corner lot features a large covered outdoor living area perfect for family gatherings. Expansive sliding doors connect the outdoor space to the elegant dining and living rooms, creating a seamless flow for entertaining. The gourmet kitchen centers around a large island ideal for preparing culinary masterpieces, while the front study provides the flexibility for a home office or game room. A second private study or library tucked behind the dining room offers additional space for quiet work or reading. The enormous pantry conveniently opens to the mudroom, adding both function and charm. The luxurious [Redacted Entity]'s [Redacted Entity] feels like a spa at home, featuring a spacious [Redacted Entity]'s Bath and a large walk-in closet. With four generously sized bedrooms, this thoughtfully designed home accommodates a growing family with ease. Set within a peaceful, rural-inspired community offering 80-foot home sites and access to top-rated [Redacted Entity] schools, this home combines elegance, comfort, and country charm. Call or chat with [Redacted Entity] at Briarley",770000.0,3515.0,1.0,4.0,4.0,3.0,3.0,3.0,,219.06
single_family,,"PRICE REDUCED!!!Cute HUD Home located in [Redacted Entity] featuring 3 [Redacted Entity], [Redacted Entity] with an open floor plan, nice sized kitchen and living area. Step outside to enjoy your morning coffee & evening star gazing from the spacious deck, surrounded by peaceful outdoor views. This property also includes a detached workshop with plenty of storage ideal for hobbies & projects, plus a nice carport with plenty of parking. This property is now under auction terms and can be found for event and bidding information. All auction properties are subject to a 5% buyer's premium (minimum $2,500) and subject to a reserve price as well as seller confirmation All Brokers must be [Redacted Entity]. [Redacted Entity] has the right to (a) change the date, place, and terms of the sale; (b) remove the property from the market; and (c) sell the property prior to the sale. Please reach out to Listing Agent for details. Auction dates 3/30/2026 - 4/1/2026",130200.0,1640.0,1.0,3.0,2.0,2.0,2.0,,1950.0,79.39
single_family,,"Artistry, expertise and dedication are at the heart of every design decision put into crafting The [Redacted Entity] by [Redacted Entity] floor plan in [Redacted Entity]. The open family and dining spaces provide a splendid setting for special celebrations and enjoying your day-to-day life to the fullest. A streamlined kitchen layout creates a tasteful foundation for your unique culinary style. A serene [Redacted Entity]'s Bath and walk-in closet help make the [Redacted Entity]'s [Redacted Entity] a wonderful place to end each day. Each secondary bedroom and guest suite maximizes privacy, personal space, and individual appeal. Ask [Redacted Entity] at [Redacted Entity] about the available options and built-in features of this new home in [Redacted Entity], [Redacted Entity].",610990.0,3317.0,1.0,4.0,,3.0,3.0,4.0,,184.2
